day_index,candidate_count,candidate_solve_seconds_sum,max_source_pool_residual
204,15,2.8457153780036606,4.547473508864641e-13
205,15,2.1788931859191507,2.2737367544323206e-13
206,15,1.9055544362054206,2.2737367544323206e-13
207,15,2.725856683042366,4.547473508864641e-13
208,15,2.6228045950410888,4.547473508864641e-13
209,15,2.9003205960034393,4.547473508864641e-13
210,15,3.2743399519240484,4.547473508864641e-13
211,15,3.0884348689578474,4.547473508864641e-13
212,15,1.9958061419893056,2.2737367544323206e-13
213,15,1.939768528973218,2.2737367544323206e-13
214,15,2.856561947031878,4.547473508864641e-13
215,15,3.0148144650738686,4.547473508864641e-13
216,15,3.2414605710073374,5.684341886080801e-13
217,15,3.37688036612235,4.547473508864641e-13
218,15,3.0809559388435446,4.547473508864641e-13
219,15,1.8795613480033353,2.2737367544323206e-13
220,15,1.9237712182221003,2.2737367544323206e-13
221,15,3.0581215739948675,2.2737367544323206e-13
222,15,3.0585634568706155,4.547473508864641e-13
223,15,3.640257903956808,4.547473508864641e-13
224,15,3.0713533497182652,4.547473508864641e-13
225,15,3.0170337911113165,4.547473508864641e-13
226,15,1.9127205612021498,2.2737367544323206e-13
227,15,1.940504155936651,2.2737367544323206e-13
228,15,3.6645415889215656,2.2737367544323206e-13
229,15,2.884381403855514,4.547473508864641e-13
230,15,3.637481148878578,4.547473508864641e-13
231,15,3.4318579749087803,4.547473508864641e-13
232,15,3.0793859501718543,4.547473508864641e-13
233,15,2.0024715828476474,2.2737367544323206e-13
234,15,2.1380770750693046,2.2737367544323206e-13
235,15,3.169940923980903,4.547473508864641e-13
236,15,3.570284980989527,2.2737367544323206e-13
237,15,3.1089236309635453,4.547473508864641e-13
238,15,3.7356828110059723,4.547473508864641e-13
239,15,3.7641431611264125,4.547473508864641e-13
240,15,2.30185856501339,2.2737367544323206e-13
241,15,2.204950407962315,2.2737367544323206e-13
242,15,3.0884922091499902,2.653433028854124e-13
243,15,3.5815884410985745,4.547473508864641e-13
244,15,3.1871715840534307,3.410605131648481e-13
245,15,3.5135933029814623,4.547473508864641e-13
246,15,3.2749065061216243,4.547473508864641e-13
247,15,1.9991742609417997,2.2737367544323206e-13
248,15,1.8381936288787983,2.2737367544323206e-13
249,15,3.7499776448239572,2.2737367544323206e-13
250,15,3.099040028930176,4.547473508864641e-13
251,15,3.0560952919186093,4.547473508864641e-13
252,15,3.609717442013789,2.2737367544323206e-13
253,15,2.820249299169518,4.547473508864641e-13
254,15,1.9003740109619685,2.2737367544323206e-13
255,15,1.899342444143258,2.2737367544323206e-13
256,15,3.1419266801094636,2.2737367544323206e-13
257,15,3.1960427561425604,4.547473508864641e-13
258,15,2.9654099439503625,2.2737367544323206e-13
259,15,2.704389937920496,4.547473508864641e-13
260,15,2.5617838759790175,2.469136006766348e-13
261,15,2.0635717680561356,2.2737367544323206e-13
262,15,1.8317754529998638,2.2737367544323206e-13
263,15,2.3924582058680244,2.2737367544323206e-13
264,15,3.361351069936063,4.547473508864641e-13
265,15,3.006239949085284,2.2737367544323206e-13
266,15,2.91089097695658,4.547473508864641e-13
267,15,2.853171356837265,2.2737367544323206e-13
268,15,1.9071943259914406,2.2737367544323206e-13
269,15,1.813795979891438,2.6439961331448103e-13
270,15,2.6977525500697084,4.547473508864641e-13
271,15,3.1958609659341164,2.2737367544323206e-13
272,15,2.957533660926856,4.547473508864641e-13
273,15,3.5488282639416866,4.547473508864641e-13
274,15,2.883615838130936,2.2737367544323206e-13
275,15,1.8801349110435694,2.2737367544323206e-13
276,15,1.833656870177947,2.2737367544323206e-13
277,15,2.993014044011943,2.2737367544323206e-13
278,15,2.312079392140731,2.2737367544323206e-13
279,15,2.869343487895094,4.547473508864641e-13
280,15,2.816214207035955,4.547473508864641e-13
281,15,3.0652137469733134,4.547473508864641e-13
282,15,1.7754487260826863,2.2737367544323206e-13
283,15,2.137985663022846,2.2737367544323206e-13
284,15,2.895033424079884,4.547473508864641e-13
285,15,3.2798373010009527,2.2737367544323206e-13
286,15,2.7834708478767425,4.547473508864641e-13
287,15,3.0133792090346105,4.547473508864641e-13
288,15,2.6617427640012465,2.2737367544323206e-13
289,15,1.941949128988199,2.2737367544323206e-13
290,15,1.941919919976499,2.2737367544323206e-13
291,15,3.7299665160826407,4.547473508864641e-13
292,15,2.837730261962861,4.547473508864641e-13
293,15,3.2177061290713027,4.547473508864641e-13
294,15,3.27770946722012,4.547473508864641e-13
295,15,3.1404246570309624,2.2737367544323206e-13
296,15,1.9411748659913428,2.2737367544323206e-13
297,15,1.957611278980039,2.2737367544323206e-13
298,15,3.0000437109847553,4.547473508864641e-13
299,15,3.2785072569386102,4.547473508864641e-13
300,15,2.7147784950211644,2.2737367544323206e-13
301,15,2.8323518890538253,4.547473508864641e-13
302,15,3.072980591969099,2.2737367544323206e-13
303,15,1.9739812850602902,2.2737367544323206e-13
304,15,1.928671416011639,2.2737367544323206e-13
305,15,2.849935756996274,2.3811508320648045e-13
306,15,3.2910845579463057,4.547473508864641e-13
307,15,3.901017368014436,3.410605131648481e-13
308,15,3.6002478090813383,4.547473508864641e-13
309,15,3.042729198059533,4.547473508864641e-13
310,15,2.232221295882482,2.2737367544323206e-13
311,15,2.086275728943292,2.2737367544323206e-13
312,15,2.975548325921409,4.547473508864641e-13
313,15,3.0175394471152686,4.547473508864641e-13
314,15,3.1766539951204322,4.547473508864641e-13
315,15,2.898030162847135,4.547473508864641e-13
316,15,2.9927748709451407,4.547473508864641e-13
317,15,1.9115098598995246,2.2737367544323206e-13
318,15,2.008147170941811,2.2737367544323206e-13
319,15,3.554992603196297,2.2737367544323206e-13
320,15,3.339607684814837,3.410605131648481e-13
321,15,3.3566951279644854,4.547473508864641e-13
322,15,3.175478898047004,4.547473508864641e-13
323,15,3.4849923921283334,4.547473508864641e-13
324,15,2.123832110024523,2.2737367544323206e-13
325,15,2.2313505841302685,2.2737367544323206e-13
326,15,3.3922713649226353,4.547473508864641e-13
327,15,3.1718694429146126,4.547473508864641e-13
328,15,3.363763938017655,4.547473508864641e-13
329,15,3.553458024864085,4.547473508864641e-13
330,15,3.0395720980595797,1.2505552149377763e-12
331,15,2.041284335893579,2.2737367544323206e-13
332,15,2.637758382013999,2.2737367544323206e-13
333,15,3.2503707839059643,4.547473508864641e-13
334,15,3.1439288590918295,4.547473508864641e-13
335,15,3.106414905982092,4.547473508864641e-13
336,15,2.655469509132672,4.547473508864641e-13
337,15,2.42040359810926,3.410605131648481e-13
338,15,2.4175386190763675,2.2737367544323206e-13
339,15,2.4297218520659953,2.2737367544323206e-13
340,15,2.6885156669886783,4.547473508864641e-13
341,15,2.477913192124106,3.410605131648481e-13
342,15,3.1608403899590485,3.410605131648481e-13
